player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,12,REG,CLE,29,43,246,2,0,3,17,0,0,391,151,9,-1.70760845429577,0,0.629156010230179,0.0541723282815928,1,2,0,0,0,1,1.53526952583343,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,18.04,18.04
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,13,REG,NO,36,54,281,2,1,1,7,0,0,307,150,19,0.434906853867137,0,0.915309446254072,0.0577221020945159,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,17.14,17.14
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,14,REG,SF,34,55,253,1,2,0,0,0,0,355,108,14,-9.46674129713582,0,0.712676056338028,0.0180478502604689,2,0,0,0,0,0,-1.85083113028668,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,10.12,10.12
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,15,REG,CIN,30,44,312,3,2,1,8,1,1,314,125,18,5.46805775330464,0,0.993630573248408,0.0766102938425202,2,1,0,1,1,0,-7.36188647503917,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,16.58,16.58
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,16,REG,ARI,32,48,281,1,2,0,0,0,0,227,222,15,-1.85597578163181,0,1.23788546255507,0.01691073786919,2,1,0,0,0,1,1.49323345941957,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,11.34,11.34
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,17,REG,CAR,34,45,432,3,0,3,21,0,0,352,185,17,17.3247825206482,1,1.22727272727273,0.241979698351774,3,4,1,0,0,3,3.25087142086704,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,37.68,37.68
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,18,REG,ATL,13,17,84,1,0,0,0,0,0,70,55,5,2.99913360318169,0,1.2,0.14698776157061,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,7.36,7.36
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,19,POST,DAL,35,66,351,2,1,2,17,1,0,360,192,20,-3.68478712637443,1,0.975,-0.0374351752405733,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,22.04,22.04
00-0022824,A.Lee,Andy Lee,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfozbs2h9jueavslvw3z",ARI,2022,16,REG,TB,1,1,4,0,0,0,0,0,0,0,4,1,2.86447695572861,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.16,0.16
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,1,REG,MIN,22,34,195,0,1,4,33,1,1,190,134,9,-11.6275446414365,0,1.02631578947368,0.0127103545156341,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,3.7,3.7
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,2,REG,CHI,19,25,234,2,0,3,23,0,0,139,130,10,11.5320709512689,0,1.68345323741007,0.191608511353242,5,10,0,1,1,1,-7.82552230128204,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,16.36,16.36
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,3,REG,TB,27,35,255,2,1,1,7,0,0,177,178,11,4.50794799812138,0,1.44067796610169,0.153631194115493,1,-1,0,0,0,0,-0.805519435030874,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,16.1,16.1
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,4,REG,NE,21,35,251,2,1,1,7,0,0,357,123,12,0.425756175806467,0,0.703081232492997,0.089377155917362,1,1,0,0,0,0,-0.244706918834709,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,16.14,16.14
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,5,REG,NYG,25,39,222,2,0,2,15,1,0,291,150,15,2.82049052249049,0,0.762886597938144,0.0910879347165145,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,16.88,16.88
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,6,REG,NYJ,26,41,246,1,0,4,36,1,0,354,100,9,-13.2932494412757,0,0.694915254237288,0.0185526327612342,1,0,0,1,1,0,-4.79186889599077,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,11.84,11.84
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,7,REG,WAS,23,35,194,2,0,0,0,0,0,189,117,10,-2.83983380623977,0,1.02645502645503,0.0217329305845284,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,15.76,15.76
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,8,REG,BUF,19,30,203,2,1,2,13,0,0,236,102,8,-1.40002751047884,0,0.860169491525424,0.0468337395865128,1,11,0,0,0,1,1.19154267036356,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,15.22,15.22
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,9,REG,DET,23,43,291,1,3,1,8,0,0,429,109,11,-12.5956403928846,0,0.678321678321678,0.00966204512750264,4,40,0,0,0,2,7.77330516453367,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,13.64,13.64
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,10,REG,DAL,14,20,224,3,0,2,16,1,1,226,90,8,6.8773235777079,0,0.991150442477876,0.230624189257891,2,4,0,0,0,1,-1.02952938128255,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,19.36,19.36
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,11,REG,TEN,24,39,227,2,0,1,12,0,0,350,90,11,1.65708366885972,1,0.648571428571429,0.0566456935215529,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,19.08,19.08
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,12,REG,PHI,11,16,140,2,2,3,17,0,0,90,84,8,0.247549987863749,0,1.55555555555556,0.0499429837746759,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,9.5,9.5
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,13,REG,CHI,18,31,182,1,0,0,0,0,0,324,92,11,3.53296480651653,1,0.561728395061729,0.0974417875897253,3,4,0,0,0,0,0.0611457753693685,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,13.68,13.68
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,15,REG,LA,22,30,229,1,1,3,22,0,0,144,142,15,1.02409860591502,0,1.59027777777778,0.142347191969859,3,-3,0,0,0,0,-5.82320058078039,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,10.86,10.86
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,16,REG,MIA,24,38,238,1,1,2,16,0,0,329,99,11,2.11559657183953,0,0.723404255319149,0.0792936460853068,7,18,0,0,0,2,2.3772560627549,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,13.32,13.32
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,17,REG,MIN,15,24,159,1,0,1,16,0,0,260,67,9,1.9633451833012,0,0.611538461538462,0.131802593185943,1,2,1,0,0,1,2.08382268220885,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,16.56,16.56
00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gnta8ufi2vdp967dui9e",GB,2022,18,REG,DET,17,27,205,1,1,2,17,0,0,242,86,9,-1.25787779335872,0,0.847107438016529,0.0791835212865887,3,10,0,0,0,1,-0.781698710983619,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,11.2,11.2
00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",GB,2022,5,REG,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,2,1,0,0,2,0,1,1.04392666683998,0,1,0.0256410256410256,0.00687285223367698,0.0432725350251123,0,6.2,7.2
00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",GB,2022,9,REG,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,19,0,0,0,14,5,1,1.69926885847235,0,1.35714285714286,0.025,0.0338164251207729,0.0611714975845411,0,1.9,2.9
00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",GB,2022,10,REG,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,-1,0,0,0,-1,0,0,-0.949534822138958,0,0,0.0526315789473684,-0.00448430493273543,0.0758083549681378,0,-0.1,0.9
00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",GB,2022,13,REG,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,6,0,0,-0.621158282272518,1,0,0.0333333333333333,0.0188679245283019,0.0632075471698113,0,2,2
00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",GB,2022,15,REG,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,14,0,0,0,7,7,1,1.2386492289952,0,2,0.0357142857142857,0.0507246376811594,0.0890786749482402,0,1.4,2.4
00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",GB,2022,16,REG,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,32,1,0,0,30,2,2,4.55644564959221,0,1.06666666666667,0.0526315789473684,0.0911854103343465,0.142777155655095,0,9.2,11.2
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,1,REG,HOU,32,50,352,1,1,2,12,2,0,313,176,20,3.00478438085117,0,1.12460063897764,0.0292502353281415,4,12,0,2,1,2,-4.4179510344984,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,15.28,15.28
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,2,REG,JAX,16,30,195,0,3,5,31,1,0,256,64,6,-20.3491935723578,0,0.76171875,0.0134140351045753,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,1.8,1.8
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,3,REG,KC,27,37,222,2,0,5,45,2,1,178,103,12,-4.03599119116919,0,1.24719101123596,0.0471654874580226,3,4,0,0,0,1,1.71067949663848,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,15.28,15.28
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,4,REG,TEN,27,37,356,2,1,3,29,2,1,236,151,17,8.75144994537595,0,1.50847457627119,0.160841106090755,2,-4,0,0,0,0,-1.6387365051778,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,17.84,17.84
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,5,REG,DEN,26,41,251,0,2,6,51,2,0,260,113,14,-11.3214420147269,0,0.965384615384615,0.0448565109626414,1,1,0,0,0,0,-1.3422701395779,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,6.14,6.14
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,6,REG,JAX,42,58,389,3,0,0,0,0,0,299,209,22,17.6573750111603,0,1.30100334448161,0.179157342724193,1,-4,0,0,0,0,-0.781606864533387,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,27.16,27.16
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,7,REG,TEN,33,44,243,1,2,3,16,0,0,177,119,12,-9.11060296162032,0,1.3728813559322,0.0780878235357112,1,2,0,0,0,0,-1.3477557650864,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,9.92,9.92
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,10,REG,LV,21,28,222,1,0,1,14,0,0,172,114,10,9.34053399638326,0,1.2906976744186,0.191767695716873,4,38,1,0,0,2,3.62739978119498,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,22.68,22.68
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,11,REG,PHI,23,32,213,0,0,4,28,0,0,194,104,9,-3.33715235261908,0,1.0979381443299,0.029361291190797,1,1,0,0,0,1,0.287708817282692,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,8.62,8.62
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,12,REG,PIT,22,34,199,1,1,3,19,1,0,214,72,11,-5.06927882052943,0,0.929906542056075,0.0181384179561293,4,22,0,1,1,2,-3.51590007788036,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,10.16,10.16
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,13,REG,DAL,21,37,233,2,3,3,30,1,1,218,100,12,-8.11859780317521,0,1.06880733944954,-0.0308952552725042,3,-2,0,0,0,1,-0.476662305300124,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,9.12,9.12
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,15,REG,MIN,19,33,182,1,0,3,12,1,0,255,80,11,-2.17189039733489,0,0.713725490196079,-0.023620913261206,3,0,0,0,0,0,-3.14020565658575,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,11.28,11.28
00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dwsbpmlhoqud0puidizt",NYJ,2022,1,REG,BAL,37,59,309,1,1,3,12,0,0,286,139,18,-7.11291638909344,0,1.08041958041958,0.0134122247945106,1,0,0,0,0,0,-1.23062672500964,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,14.36,14.36
00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dwsbpmlhoqud0puidizt",NYJ,2022,2,REG,CLE,26,44,307,4,0,2,15,1,1,417,122,15,12.3441809580427,0,0.73621103117506,0.140105067954172,2,6,0,0,0,1,1.09370566165308,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,26.88,26.88
00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dwsbpmlhoqud0puidizt",NYJ,2022,3,REG,CIN,28,52,285,0,2,4,33,3,2,524,120,13,-23.4387059226355,0,0.543893129770992,0.0116259723554885,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,3.4,3.4
00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dwsbpmlhoqud0puidizt",NYJ,2022,14,REG,BUF,1,3,1,0,0,1,6,1,1,30,2,0,-7.21795375808142,0,0.0333333333333333,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-1.96,-1.96
00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dwsbpmlhoqud0puidizt",NYJ,2022,18,REG,MIA,18,33,149,0,0,0,0,0,0,280,49,9,0.0636899587172821,0,0.532142857142857,0.0196198460013194,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,5.96,5.96
00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,9,REG,NO,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,16,0,0,0,62,0,1,-0.391064250608906,0,0.258064516129032,0.0909090909090909,0.279279279279279,0.331859131859132,0,1.6,2.6
00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,12,REG,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,74,0,0,0,79,7,2,5.83507717377506,0,0.936708860759494,0.1,0.222535211267606,0.305774647887324,0,7.4,9.4
00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,13,REG,DEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,10,0,0,0,39,6,0,-0.235204646422062,0,0.256410256410256,0.0833333333333333,0.168831168831169,0.243181818181818,0,1,3
00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,14,REG,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,34,0,0,0,29,5,1,3.26498064864427,0,1.17241379310345,0.117647058823529,0.216417910447761,0.327963125548727,0,3.4,5.4
00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,15,REG,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,3,0,0,0,0,34,0,0,-6.45449109748006,0,0,0.107142857142857,0.189944134078212,0.293675179569034,0,0,0
00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,16,REG,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,10,0,0,0,43,0,1,0.486754365032539,0,0.232558139534884,0.125,0.219387755102041,0.341071428571429,0,1,2
00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,17,REG,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,9,0,0,0,16,5,0,-0.872225415014291,0,0.5625,0.1,0.103225806451613,0.222258064516129,0,0.9,1.9
00-0026197,C.Henne,Chad Henne,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ornr9pcnzveqlntqc7jx",KC,2022,7,REG,SF,0,2,0,0,0,0,0,0,0,-4,0,0,-1.89151386736194,0,0,,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.3,-0.3
